date,platform,entity,metric,value
2026-08-10,LinkedIn,company_page,reactions,57
2026-08-11,LinkedIn,company_page,reactions,84
2026-08-12,LinkedIn,company_page,reactions,93
2026-08-13,LinkedIn,company_page,reactions,91
2026-08-14,LinkedIn,company_page,reactions,68
2026-08-15,LinkedIn,company_page,reactions,46
2026-08-16,LinkedIn,company_page,reactions,44
2026-08-17,LinkedIn,company_page,reactions,58
2026-08-18,LinkedIn,company_page,reactions,72
2026-08-19,LinkedIn,company_page,reactions,79
2026-08-20,LinkedIn,company_page,reactions,70
2026-08-21,LinkedIn,company_page,reactions,58
2026-08-22,LinkedIn,company_page,reactions,44
2026-08-23,LinkedIn,company_page,reactions,54
2026-08-24,LinkedIn,company_page,reactions,72
2026-08-25,LinkedIn,company_page,reactions,82
2026-08-26,LinkedIn,company_page,reactions,84
2026-08-27,LinkedIn,company_page,reactions,75
2026-08-28,LinkedIn,company_page,reactions,67
2026-08-29,LinkedIn,company_page,reactions,50
2026-08-30,LinkedIn,company_page,reactions,51
2026-08-31,LinkedIn,company_page,reactions,63
2026-09-01,LinkedIn,company_page,reactions,81
2026-09-02,LinkedIn,company_page,reactions,88
2026-09-03,LinkedIn,company_page,reactions,84
2026-09-04,LinkedIn,company_page,reactions,71
2026-09-05,LinkedIn,company_page,reactions,56
2026-09-06,LinkedIn,company_page,reactions,60
2026-09-07,LinkedIn,company_page,reactions,74
2026-09-08,LinkedIn,company_page,reactions,96
2026-09-09,LinkedIn,company_page,reactions,104
2026-09-10,LinkedIn,company_page,reactions,93
2026-09-11,LinkedIn,company_page,reactions,69
2026-09-12,LinkedIn,company_page,reactions,50
2026-09-13,LinkedIn,company_page,reactions,54
2026-09-14,LinkedIn,company_page,reactions,61
2026-05-18,LinkedIn,company_page,comments,9
2026-05-19,LinkedIn,company_page,comments,10
2026-05-20,LinkedIn,company_page,comments,11
2026-05-21,LinkedIn,company_page,comments,10
2026-05-22,LinkedIn,company_page,comments,8
2026-05-23,LinkedIn,company_page,comments,6
2026-05-24,LinkedIn,company_page,comments,6
2026-05-25,LinkedIn,company_page,comments,10
2026-05-26,LinkedIn,company_page,comments,12
2026-05-27,LinkedIn,company_page,comments,13
2026-05-28,LinkedIn,company_page,comments,11
2026-05-29,LinkedIn,company_page,comments,9
2026-05-30,LinkedIn,company_page,comments,6
2026-05-31,LinkedIn,company_page,comments,5
2026-06-01,LinkedIn,company_page,comments,7
2026-06-02,LinkedIn,company_page,comments,8
2026-06-03,LinkedIn,company_page,comments,8
2026-06-04,LinkedIn,company_page,comments,8
2026-06-05,LinkedIn,company_page,comments,7
2026-06-06,LinkedIn,company_page,comments,7
2026-06-07,LinkedIn,company_page,comments,8
2026-06-08,LinkedIn,company_page,comments,10
2026-06-09,LinkedIn,company_page,comments,13
2026-06-10,LinkedIn,company_page,comments,12
2026-06-11,LinkedIn,company_page,comments,11
2026-06-12,LinkedIn,company_page,comments,9
2026-06-13,LinkedIn,company_page,comments,7
2026-06-14,LinkedIn,company_page,comments,8
2026-06-15,LinkedIn,company_page,comments,10
2026-06-16,LinkedIn,company_page,comments,12
2026-06-17,LinkedIn,company_page,comments,11
2026-06-18,LinkedIn,company_page,comments,9
2026-06-19,LinkedIn,company_page,comments,8
2026-06-20,LinkedIn,company_page,comments,7
2026-06-21,LinkedIn,company_page,comments,7
2026-06-22,LinkedIn,company_page,comments,9
2026-06-23,LinkedIn,company_page,comments,12
2026-06-24,LinkedIn,company_page,comments,13
2026-06-25,LinkedIn,company_page,comments,13
2026-06-26,LinkedIn,company_page,comments,11
2026-06-27,LinkedIn,company_page,comments,8
2026-06-28,LinkedIn,company_page,comments,9
2026-06-29,LinkedIn,company_page,comments,10
2026-06-30,LinkedIn,company_page,comments,13
2026-07-01,LinkedIn,company_page,comments,12
2026-07-02,LinkedIn,company_page,comments,12
2026-07-03,LinkedIn,company_page,comments,9
2026-07-04,LinkedIn,company_page,comments,6
2026-07-05,LinkedIn,company_page,comments,6
2026-07-06,LinkedIn,company_page,comments,10
2026-07-07,LinkedIn,company_page,comments,13
2026-07-08,LinkedIn,company_page,comments,13
2026-07-09,LinkedIn,company_page,comments,12
2026-07-10,LinkedIn,company_page,comments,9
2026-07-11,LinkedIn,company_page,comments,7
2026-07-12,LinkedIn,company_page,comments,8
2026-07-13,LinkedIn,company_page,comments,10
2026-07-14,LinkedIn,company_page,comments,14
2026-07-15,LinkedIn,company_page,comments,13
2026-07-16,LinkedIn,company_page,comments,13
2026-07-17,LinkedIn,company_page,comments,10
2026-07-18,LinkedIn,company_page,comments,8
2026-07-19,LinkedIn,company_page,comments,8
2026-07-20,LinkedIn,company_page,comments,10
2026-07-21,LinkedIn,company_page,comments,12
2026-07-22,LinkedIn,company_page,comments,12
2026-07-23,LinkedIn,company_page,comments,12
2026-07-24,LinkedIn,company_page,comments,10
2026-07-25,LinkedIn,company_page,comments,9
2026-07-26,LinkedIn,company_page,comments,10
2026-07-27,LinkedIn,company_page,comments,13
2026-07-28,LinkedIn,company_page,comments,15
2026-07-29,LinkedIn,company_page,comments,14
2026-07-30,LinkedIn,company_page,comments,12
2026-07-31,LinkedIn,company_page,comments,10
2026-08-01,LinkedIn,company_page,comments,7
2026-08-02,LinkedIn,company_page,comments,9
2026-08-03,LinkedIn,company_page,comments,12
2026-08-04,LinkedIn,company_page,comments,14
2026-08-05,LinkedIn,company_page,comments,14
2026-08-06,LinkedIn,company_page,comments,12
2026-08-07,LinkedIn,company_page,comments,9
2026-08-08,LinkedIn,company_page,comments,6
2026-08-09,LinkedIn,company_page,comments,8
2026-08-10,LinkedIn,company_page,comments,11
2026-08-11,LinkedIn,company_page,comments,13
2026-08-12,LinkedIn,company_page,comments,13
2026-08-13,LinkedIn,company_page,comments,13
2026-08-14,LinkedIn,company_page,comments,12
2026-08-15,LinkedIn,company_page,comments,10
2026-08-16,LinkedIn,company_page,comments,9
2026-08-17,LinkedIn,company_page,comments,10
2026-08-18,LinkedIn,company_page,comments,11
2026-08-19,LinkedIn,company_page,comments,12
2026-08-20,LinkedIn,company_page,comments,12
2026-08-21,LinkedIn,company_page,comments,11
2026-08-22,LinkedIn,company_page,comments,8
2026-08-23,LinkedIn,company_page,comments,7
2026-08-24,LinkedIn,company_page,comments,9
2026-08-25,LinkedIn,company_page,comments,12
2026-08-26,LinkedIn,company_page,comments,12
2026-08-27,LinkedIn,company_page,comments,12
2026-08-28,LinkedIn,company_page,comments,10
2026-08-29,LinkedIn,company_page,comments,9
2026-08-30,LinkedIn,company_page,comments,7
2026-08-31,LinkedIn,company_page,comments,9
2026-09-01,LinkedIn,company_page,comments,12
2026-09-02,LinkedIn,company_page,comments,12
2026-09-03,LinkedIn,company_page,comments,12
2026-09-04,LinkedIn,company_page,comments,8
2026-09-05,LinkedIn,company_page,comments,8
2026-09-06,LinkedIn,company_page,comments,8
2026-09-07,LinkedIn,company_page,comments,12
2026-09-08,LinkedIn,company_page,comments,14
2026-09-09,LinkedIn,company_page,comments,16
2026-09-10,LinkedIn,company_page,comments,15
2026-09-11,LinkedIn,company_page,comments,12
2026-09-12,LinkedIn,company_page,comments,8
2026-09-13,LinkedIn,company_page,comments,10
2026-09-14,LinkedIn,company_page,comments,11
2026-05-18,LinkedIn,company_page,reposts,6
2026-05-19,LinkedIn,company_page,reposts,7
2026-05-20,LinkedIn,company_page,reposts,6
2026-05-21,LinkedIn,company_page,reposts,6
2026-05-22,LinkedIn,company_page,reposts,5
2026-05-23,LinkedIn,company_page,reposts,5
2026-05-24,LinkedIn,company_page,reposts,4
2026-05-25,LinkedIn,company_page,reposts,5
2026-05-26,LinkedIn,company_page,reposts,7
2026-05-27,LinkedIn,company_page,reposts,7
2026-05-28,LinkedIn,company_page,reposts,6
2026-05-29,LinkedIn,company_page,reposts,5
2026-05-30,LinkedIn,company_page,reposts,4
2026-05-31,LinkedIn,company_page,reposts,5
2026-06-01,LinkedIn,company_page,reposts,7
2026-06-02,LinkedIn,company_page,reposts,9
2026-06-03,LinkedIn,company_page,reposts,9
2026-06-04,LinkedIn,company_page,reposts,8
2026-06-05,LinkedIn,company_page,reposts,7
2026-06-06,LinkedIn,company_page,reposts,5
2026-06-07,LinkedIn,company_page,reposts,5
2026-06-08,LinkedIn,company_page,reposts,6
2026-06-09,LinkedIn,company_page,reposts,8
2026-06-10,LinkedIn,company_page,reposts,7
2026-06-11,LinkedIn,company_page,reposts,7
2026-06-12,LinkedIn,company_page,reposts,6
2026-06-13,LinkedIn,company_page,reposts,5
2026-06-14,LinkedIn,company_page,reposts,5
2026-06-15,LinkedIn,company_page,reposts,6
2026-06-16,LinkedIn,company_page,reposts,8
2026-06-17,LinkedIn,company_page,reposts,8
2026-06-18,LinkedIn,company_page,reposts,7
2026-06-19,LinkedIn,company_page,reposts,6
2026-06-20,LinkedIn,company_page,reposts,5
2026-06-21,LinkedIn,company_page,reposts,6
2026-06-22,LinkedIn,company_page,reposts,7
2026-06-23,LinkedIn,company_page,reposts,8
2026-06-24,LinkedIn,company_page,reposts,7
2026-06-25,LinkedIn,company_page,reposts,7
2026-06-26,LinkedIn,company_page,reposts,6
2026-06-27,LinkedIn,company_page,reposts,5
2026-06-28,LinkedIn,company_page,reposts,5
2026-06-29,LinkedIn,company_page,reposts,6
2026-06-30,LinkedIn,company_page,reposts,7
2026-07-01,LinkedIn,company_page,reposts,8
2026-07-02,LinkedIn,company_page,reposts,7
2026-07-03,LinkedIn,company_page,reposts,6
2026-07-04,LinkedIn,company_page,reposts,5
2026-07-05,LinkedIn,company_page,reposts,6
2026-07-06,LinkedIn,company_page,reposts,7
2026-07-07,LinkedIn,company_page,reposts,8
2026-07-08,LinkedIn,company_page,reposts,8
2026-07-09,LinkedIn,company_page,reposts,8
2026-07-10,LinkedIn,company_page,reposts,6
2026-07-11,LinkedIn,company_page,reposts,4
2026-07-12,LinkedIn,company_page,reposts,6
2026-07-13,LinkedIn,company_page,reposts,7
2026-07-14,LinkedIn,company_page,reposts,9
2026-07-15,LinkedIn,company_page,reposts,9
2026-07-16,LinkedIn,company_page,reposts,9
2026-07-17,LinkedIn,company_page,reposts,7
2026-07-18,LinkedIn,company_page,reposts,5
2026-07-19,LinkedIn,company_page,reposts,5
2026-07-20,LinkedIn,company_page,reposts,6
2026-07-21,LinkedIn,company_page,reposts,8
2026-07-22,LinkedIn,company_page,reposts,8
2026-07-23,LinkedIn,company_page,reposts,8
2026-07-24,LinkedIn,company_page,reposts,7
2026-07-25,LinkedIn,company_page,reposts,5
2026-07-26,LinkedIn,company_page,reposts,5
2026-07-27,LinkedIn,company_page,reposts,7
2026-07-28,LinkedIn,company_page,reposts,9
2026-07-29,LinkedIn,company_page,reposts,9
2026-07-30,LinkedIn,company_page,reposts,7
2026-07-31,LinkedIn,company_page,reposts,7
2026-08-01,LinkedIn,company_page,reposts,5
2026-08-02,LinkedIn,company_page,reposts,6
2026-08-03,LinkedIn,company_page,reposts,7
2026-08-04,LinkedIn,company_page,reposts,8
2026-08-05,LinkedIn,company_page,reposts,9
2026-08-06,LinkedIn,company_page,reposts,8
2026-08-07,LinkedIn,company_page,reposts,7
2026-08-08,LinkedIn,company_page,reposts,5
2026-08-09,LinkedIn,company_page,reposts,5
2026-08-10,LinkedIn,company_page,reposts,7
2026-08-11,LinkedIn,company_page,reposts,9
2026-08-12,LinkedIn,company_page,reposts,10
2026-08-13,LinkedIn,company_page,reposts,9
2026-08-14,LinkedIn,company_page,reposts,7
2026-08-15,LinkedIn,company_page,reposts,5
2026-08-16,LinkedIn,company_page,reposts,7
2026-08-17,LinkedIn,company_page,reposts,8
2026-08-18,LinkedIn,company_page,reposts,10
2026-08-19,LinkedIn,company_page,reposts,10
2026-08-20,LinkedIn,company_page,reposts,9
2026-08-21,LinkedIn,company_page,reposts,8
2026-08-22,LinkedIn,company_page,reposts,6
2026-08-23,LinkedIn,company_page,reposts,7
2026-08-24,LinkedIn,company_page,reposts,8
2026-08-25,LinkedIn,company_page,reposts,10
2026-08-26,LinkedIn,company_page,reposts,9
2026-08-27,LinkedIn,company_page,reposts,9
2026-08-28,LinkedIn,company_page,reposts,8
2026-08-29,LinkedIn,company_page,reposts,6
2026-08-30,LinkedIn,company_page,reposts,6
2026-08-31,LinkedIn,company_page,reposts,8
2026-09-01,LinkedIn,company_page,reposts,10
2026-09-02,LinkedIn,company_page,reposts,11
2026-09-03,LinkedIn,company_page,reposts,10
2026-09-04,LinkedIn,company_page,reposts,8
2026-09-05,LinkedIn,company_page,reposts,6
2026-09-06,LinkedIn,company_page,reposts,5
2026-09-07,LinkedIn,company_page,reposts,6
2026-09-08,LinkedIn,company_page,reposts,8
2026-09-09,LinkedIn,company_page,reposts,9
2026-09-10,LinkedIn,company_page,reposts,9
2026-09-11,LinkedIn,company_page,reposts,6
2026-09-12,LinkedIn,company_page,reposts,5
2026-09-13,LinkedIn,company_page,reposts,6
2026-09-14,LinkedIn,company_page,reposts,7
2026-05-18,Facebook,page,views,1397
2026-05-19,Facebook,page,views,1287
2026-05-20,Facebook,page,views,1489
2026-05-21,Facebook,page,views,1398
2026-05-22,Facebook,page,views,1493
2026-05-23,Facebook,page,views,1513
2026-05-24,Facebook,page,views,1698
2026-05-25,Facebook,page,views,1718
2026-05-26,Facebook,page,views,1535
2026-05-27,Facebook,page,views,1363
2026-05-28,Facebook,page,views,1397
2026-05-29,Facebook,page,views,1379
2026-05-30,Facebook,page,views,1332
2026-05-31,Facebook,page,views,1456
2026-06-01,Facebook,page,views,1530
2026-06-02,Facebook,page,views,1877
2026-06-03,Facebook,page,views,1748
2026-06-04,Facebook,page,views,1881
2026-06-05,Facebook,page,views,1608
2026-06-06,Facebook,page,views,1639
2026-06-07,Facebook,page,views,1429
2026-06-08,Facebook,page,views,1387
2026-06-09,Facebook,page,views,1428
2026-06-10,Facebook,page,views,1602
2026-06-11,Facebook,page,views,1649
2026-06-12,Facebook,page,views,1414
2026-06-13,Facebook,page,views,1146
2026-06-14,Facebook,page,views,1027
2026-06-15,Facebook,page,views,1035
2026-06-16,Facebook,page,views,1250
2026-06-17,Facebook,page,views,1512
2026-06-18,Facebook,page,views,1652
2026-06-19,Facebook,page,views,1360
2026-06-20,Facebook,page,views,1181
2026-06-21,Facebook,page,views,1195
2026-06-22,Facebook,page,views,1711
2026-06-23,Facebook,page,views,1652
2026-06-24,Facebook,page,views,1632
2026-06-25,Facebook,page,views,1526
2026-06-26,Facebook,page,views,1653
2026-06-27,Facebook,page,views,1698
2026-06-28,Facebook,page,views,1572
2026-06-29,Facebook,page,views,1648
2026-06-30,Facebook,page,views,1764
2026-07-01,Facebook,page,views,1671
2026-07-02,Facebook,page,views,1674
2026-07-03,Facebook,page,views,1381
2026-07-04,Facebook,page,views,1449
2026-07-05,Facebook,page,views,1411
2026-07-06,Facebook,page,views,1557
2026-07-07,Facebook,page,views,1607
2026-07-08,Facebook,page,views,1525
2026-07-09,Facebook,page,views,1435
2026-07-10,Facebook,page,views,1326
2026-07-11,Facebook,page,views,1235
2026-07-12,Facebook,page,views,1411
2026-07-13,Facebook,page,views,1399
2026-07-14,Facebook,page,views,1674
2026-07-15,Facebook,page,views,1514
2026-07-16,Facebook,page,views,1536
2026-07-17,Facebook,page,views,1314
2026-07-18,Facebook,page,views,1524
2026-07-19,Facebook,page,views,1651
2026-07-20,Facebook,page,views,1775
2026-07-21,Facebook,page,views,1789
2026-07-22,Facebook,page,views,1522
2026-07-23,Facebook,page,views,1490
2026-07-24,Facebook,page,views,1554
2026-07-25,Facebook,page,views,1750
2026-07-26,Facebook,page,views,1794
2026-07-27,Facebook,page,views,1746
2026-07-28,Facebook,page,views,1928
2026-07-29,Facebook,page,views,1698
2026-07-30,Facebook,page,views,1399
2026-07-31,Facebook,page,views,1233
2026-08-01,Facebook,page,views,1333
2026-08-02,Facebook,page,views,1697
2026-08-03,Facebook,page,views,1727
2026-08-04,Facebook,page,views,1657
2026-08-05,Facebook,page,views,1365
2026-08-06,Facebook,page,views,1048
2026-08-07,Facebook,page,views,1174
2026-08-08,Facebook,page,views,1247
2026-08-09,Facebook,page,views,1532
2026-08-10,Facebook,page,views,1780
2026-08-11,Facebook,page,views,2038
2026-08-12,Facebook,page,views,2072
2026-08-13,Facebook,page,views,1647
2026-08-14,Facebook,page,views,1481
2026-08-15,Facebook,page,views,1505
2026-08-16,Facebook,page,views,1814
2026-08-17,Facebook,page,views,1963
2026-08-18,Facebook,page,views,1852
2026-08-19,Facebook,page,views,2058
2026-08-20,Facebook,page,views,1772
2026-08-21,Facebook,page,views,1913
2026-08-22,Facebook,page,views,1435
2026-08-23,Facebook,page,views,1466
2026-08-24,Facebook,page,views,1672
2026-08-25,Facebook,page,views,1915
2026-08-26,Facebook,page,views,2133
2026-08-27,Facebook,page,views,1912
2026-08-28,Facebook,page,views,1846
2026-08-29,Facebook,page,views,1837
2026-08-30,Facebook,page,views,1816
2026-08-31,Facebook,page,views,1694
2026-09-01,Facebook,page,views,1536
2026-09-02,Facebook,page,views,1637
2026-09-03,Facebook,page,views,1855
2026-09-04,Facebook,page,views,1696
2026-09-05,Facebook,page,views,1490
2026-09-06,Facebook,page,views,1406
2026-09-07,Facebook,page,views,1630
2026-09-08,Facebook,page,views,1628
2026-09-09,Facebook,page,views,1625
2026-09-10,Facebook,page,views,1528
2026-09-11,Facebook,page,views,1706
2026-09-12,Facebook,page,views,1817
2026-09-13,Facebook,page,views,1921
2026-09-14,Facebook,page,views,1903
2026-05-18,Facebook,page,reach,1102
2026-05-19,Facebook,page,reach,1059
2026-05-20,Facebook,page,reach,1006
2026-05-21,Facebook,page,reach,895
2026-05-22,Facebook,page,reach,864
2026-05-23,Facebook,page,reach,836
2026-05-24,Facebook,page,reach,936
2026-05-25,Facebook,page,reach,1096
2026-05-26,Facebook,page,reach,1108
2026-05-27,Facebook,page,reach,1101
2026-05-28,Facebook,page,reach,993
2026-05-29,Facebook,page,reach,1088
2026-05-30,Facebook,page,reach,1050
2026-05-31,Facebook,page,reach,977
2026-06-01,Facebook,page,reach,913
2026-06-02,Facebook,page,reach,977
2026-06-03,Facebook,page,reach,1170
2026-06-04,Facebook,page,reach,1074
2026-06-05,Facebook,page,reach,1041
2026-06-06,Facebook,page,reach,1009
2026-06-07,Facebook,page,reach,1182
2026-06-08,Facebook,page,reach,1265
2026-06-09,Facebook,page,reach,1186
2026-06-10,Facebook,page,reach,1191
2026-06-11,Facebook,page,reach,989
2026-06-12,Facebook,page,reach,825
2026-06-13,Facebook,page,reach,865
2026-06-14,Facebook,page,reach,931
2026-06-15,Facebook,page,reach,1035
2026-06-16,Facebook,page,reach,1001
2026-06-17,Facebook,page,reach,970
2026-06-18,Facebook,page,reach,958
2026-06-19,Facebook,page,reach,964
2026-06-20,Facebook,page,reach,1068
2026-06-21,Facebook,page,reach,1141
2026-06-22,Facebook,page,reach,1285
2026-06-23,Facebook,page,reach,1341
2026-06-24,Facebook,page,reach,1437
2026-06-25,Facebook,page,reach,1289
2026-06-26,Facebook,page,reach,1206
2026-06-27,Facebook,page,reach,1124
2026-06-28,Facebook,page,reach,1334
2026-06-29,Facebook,page,reach,1280
2026-06-30,Facebook,page,reach,1234
2026-07-01,Facebook,page,reach,1246
2026-07-02,Facebook,page,reach,1371
2026-07-03,Facebook,page,reach,1354
2026-07-04,Facebook,page,reach,1186
2026-07-05,Facebook,page,reach,1138
2026-07-06,Facebook,page,reach,1215
2026-07-07,Facebook,page,reach,1275
2026-07-08,Facebook,page,reach,1307
2026-07-09,Facebook,page,reach,1249
2026-07-10,Facebook,page,reach,1159
2026-07-11,Facebook,page,reach,1164
2026-07-12,Facebook,page,reach,1411
2026-07-13,Facebook,page,reach,1390
2026-07-14,Facebook,page,reach,1446
2026-07-15,Facebook,page,reach,1135
2026-07-16,Facebook,page,reach,1302
2026-07-17,Facebook,page,reach,1215
2026-07-18,Facebook,page,reach,1300
2026-07-19,Facebook,page,reach,1379
2026-07-20,Facebook,page,reach,1461
2026-07-21,Facebook,page,reach,1574
2026-07-22,Facebook,page,reach,1270
2026-07-23,Facebook,page,reach,1345
2026-07-24,Facebook,page,reach,1208
2026-07-25,Facebook,page,reach,1458
2026-07-26,Facebook,page,reach,1243
2026-07-27,Facebook,page,reach,1205
2026-07-28,Facebook,page,reach,1202
2026-07-29,Facebook,page,reach,1312
2026-07-30,Facebook,page,reach,1372
2026-07-31,Facebook,page,reach,1233
2026-08-01,Facebook,page,reach,1200
2026-08-02,Facebook,page,reach,1289
2026-08-03,Facebook,page,reach,1273
2026-08-04,Facebook,page,reach,1467
2026-08-05,Facebook,page,reach,1249
2026-08-06,Facebook,page,reach,1048
2026-08-07,Facebook,page,reach,1006
2026-08-08,Facebook,page,reach,1150
2026-08-09,Facebook,page,reach,996
2026-08-10,Facebook,page,reach,1271
2026-08-11,Facebook,page,reach,1278
2026-08-12,Facebook,page,reach,1525
2026-08-13,Facebook,page,reach,1462
2026-08-14,Facebook,page,reach,1350
2026-08-15,Facebook,page,reach,1156
2026-08-16,Facebook,page,reach,1317
2026-08-17,Facebook,page,reach,1500
2026-08-18,Facebook,page,reach,1577
2026-08-19,Facebook,page,reach,1440
2026-08-20,Facebook,page,reach,1204
2026-08-21,Facebook,page,reach,1208
2026-08-22,Facebook,page,reach,1037
2026-08-23,Facebook,page,reach,1274
2026-08-24,Facebook,page,reach,1328
2026-08-25,Facebook,page,reach,1789
2026-08-26,Facebook,page,reach,1617
2026-08-27,Facebook,page,reach,1551
2026-08-28,Facebook,page,reach,1399
2026-08-29,Facebook,page,reach,1562
2026-08-30,Facebook,page,reach,1531
2026-08-31,Facebook,page,reach,1474
2026-09-01,Facebook,page,reach,1447
2026-09-02,Facebook,page,reach,1544
2026-09-03,Facebook,page,reach,1412
2026-09-04,Facebook,page,reach,1335
2026-09-05,Facebook,page,reach,1123
2026-09-06,Facebook,page,reach,1227
2026-09-07,Facebook,page,reach,1358
2026-09-08,Facebook,page,reach,1550
2026-09-09,Facebook,page,reach,1382
2026-09-10,Facebook,page,reach,1382
2026-09-11,Facebook,page,reach,1368
2026-09-12,Facebook,page,reach,1415
2026-09-13,Facebook,page,reach,1323
2026-09-14,Facebook,page,reach,1271
2026-05-18,Facebook,page,likes_reactions,33
2026-05-19,Facebook,page,likes_reactions,34
2026-05-20,Facebook,page,likes_reactions,39
2026-05-21,Facebook,page,likes_reactions,38
2026-05-22,Facebook,page,likes_reactions,39
2026-05-23,Facebook,page,likes_reactions,34
2026-05-24,Facebook,page,likes_reactions,37
2026-05-25,Facebook,page,likes_reactions,37
2026-05-26,Facebook,page,likes_reactions,42
2026-05-27,Facebook,page,likes_reactions,41
2026-05-28,Facebook,page,likes_reactions,37
2026-05-29,Facebook,page,likes_reactions,32
2026-05-30,Facebook,page,likes_reactions,31
2026-05-31,Facebook,page,likes_reactions,32
2026-06-01,Facebook,page,likes_reactions,37
2026-06-02,Facebook,page,likes_reactions,39
2026-06-03,Facebook,page,likes_reactions,45
2026-06-04,Facebook,page,likes_reactions,40
2026-06-05,Facebook,page,likes_reactions,40
2026-06-06,Facebook,page,likes_reactions,32
2026-06-07,Facebook,page,likes_reactions,35
2026-06-08,Facebook,page,likes_reactions,37
2026-06-09,Facebook,page,likes_reactions,37
2026-06-10,Facebook,page,likes_reactions,38
2026-06-11,Facebook,page,likes_reactions,40
2026-06-12,Facebook,page,likes_reactions,42
2026-06-13,Facebook,page,likes_reactions,40
2026-06-14,Facebook,page,likes_reactions,40
2026-06-15,Facebook,page,likes_reactions,42
2026-06-16,Facebook,page,likes_reactions,43
2026-06-17,Facebook,page,likes_reactions,37
2026-06-18,Facebook,page,likes_reactions,37
2026-06-19,Facebook,page,likes_reactions,36
2026-06-20,Facebook,page,likes_reactions,37
2026-06-21,Facebook,page,likes_reactions,37
2026-06-22,Facebook,page,likes_reactions,39
2026-06-23,Facebook,page,likes_reactions,42
2026-06-24,Facebook,page,likes_reactions,43
2026-06-25,Facebook,page,likes_reactions,40
2026-06-26,Facebook,page,likes_reactions,41
2026-06-27,Facebook,page,likes_reactions,36
2026-06-28,Facebook,page,likes_reactions,38
2026-06-29,Facebook,page,likes_reactions,42
2026-06-30,Facebook,page,likes_reactions,49
2026-07-01,Facebook,page,likes_reactions,50
2026-07-02,Facebook,page,likes_reactions,44
2026-07-03,Facebook,page,likes_reactions,39
2026-07-04,Facebook,page,likes_reactions,37
2026-07-05,Facebook,page,likes_reactions,40
2026-07-06,Facebook,page,likes_reactions,43
2026-07-07,Facebook,page,likes_reactions,45
2026-07-08,Facebook,page,likes_reactions,45
2026-07-09,Facebook,page,likes_reactions,41
2026-07-10,Facebook,page,likes_reactions,38
2026-07-11,Facebook,page,likes_reactions,38
2026-07-12,Facebook,page,likes_reactions,39
2026-07-13,Facebook,page,likes_reactions,42
2026-07-14,Facebook,page,likes_reactions,41
2026-07-15,Facebook,page,likes_reactions,44
2026-07-16,Facebook,page,likes_reactions,42
2026-07-17,Facebook,page,likes_reactions,45
2026-07-18,Facebook,page,likes_reactions,44
2026-07-19,Facebook,page,likes_reactions,43
2026-07-20,Facebook,page,likes_reactions,44
2026-07-21,Facebook,page,likes_reactions,44
2026-07-22,Facebook,page,likes_reactions,45
2026-07-23,Facebook,page,likes_reactions,43
2026-07-24,Facebook,page,likes_reactions,42
2026-07-25,Facebook,page,likes_reactions,43
2026-07-26,Facebook,page,likes_reactions,42
2026-07-27,Facebook,page,likes_reactions,44
2026-07-28,Facebook,page,likes_reactions,43
2026-07-29,Facebook,page,likes_reactions,44
2026-07-30,Facebook,page,likes_reactions,46
2026-07-31,Facebook,page,likes_reactions,46
2026-08-01,Facebook,page,likes_reactions,49
2026-08-02,Facebook,page,likes_reactions,52
2026-08-03,Facebook,page,likes_reactions,51
2026-08-04,Facebook,page,likes_reactions,51
2026-08-05,Facebook,page,likes_reactions,44
2026-08-06,Facebook,page,likes_reactions,43
2026-08-07,Facebook,page,likes_reactions,40
2026-08-08,Facebook,page,likes_reactions,39
2026-08-09,Facebook,page,likes_reactions,39
2026-08-10,Facebook,page,likes_reactions,42
2026-08-11,Facebook,page,likes_reactions,44
2026-08-12,Facebook,page,likes_reactions,48
2026-08-13,Facebook,page,likes_reactions,45
2026-08-14,Facebook,page,likes_reactions,51
2026-08-15,Facebook,page,likes_reactions,47
2026-08-16,Facebook,page,likes_reactions,49
2026-08-17,Facebook,page,likes_reactions,44
2026-08-18,Facebook,page,likes_reactions,51
2026-08-19,Facebook,page,likes_reactions,53
2026-08-20,Facebook,page,likes_reactions,55
2026-08-21,Facebook,page,likes_reactions,47
2026-08-22,Facebook,page,likes_reactions,43
2026-08-23,Facebook,page,likes_reactions,41
2026-08-24,Facebook,page,likes_reactions,49
2026-08-25,Facebook,page,likes_reactions,53
2026-08-26,Facebook,page,likes_reactions,56
2026-08-27,Facebook,page,likes_reactions,46
2026-08-28,Facebook,page,likes_reactions,40
2026-08-29,Facebook,page,likes_reactions,40
2026-08-30,Facebook,page,likes_reactions,48
2026-08-31,Facebook,page,likes_reactions,55
2026-09-01,Facebook,page,likes_reactions,53
2026-09-02,Facebook,page,likes_reactions,51
2026-09-03,Facebook,page,likes_reactions,49
2026-09-04,Facebook,page,likes_reactions,47
2026-09-05,Facebook,page,likes_reactions,45
2026-09-06,Facebook,page,likes_reactions,44
2026-09-07,Facebook,page,likes_reactions,50
2026-09-08,Facebook,page,likes_reactions,48
2026-09-09,Facebook,page,likes_reactions,47
2026-09-10,Facebook,page,likes_reactions,45
2026-09-11,Facebook,page,likes_reactions,47
2026-09-12,Facebook,page,likes_reactions,45
2026-09-13,Facebook,page,likes_reactions,45
2026-09-14,Facebook,page,likes_reactions,46
2026-05-18,Facebook,page,comments,5
2026-05-19,Facebook,page,comments,5
2026-05-20,Facebook,page,comments,5
